Drug-name,PPR-score
Ibuprofen|(��)-2-(p-isobutylphenyl)propionic acid|(��)-ibuprofen|(��)-p-isobutylhydratropic acid|(��)-��-methyl-4-(2-methylpropyl)benzeneacetic acid|(4-isobutylphenyl)-��-methylacetic acid|(RS)-ibuprofen|2-(4-isobutylphenyl)propanoic acid|4-isobutylhydratropic acid|Ibuprophen|��-(4-isobutylphenyl)propionic acid|��-(p-isobutylphenyl)propionic acid,0.000006297759508958057
Miconazole|1-(2-4-Dichloro-beta-((2-4-dichlorobenzyl)oxy)phenethyl)imidazole|1-[2-(2-4-Dichloro-benzyloxy)-2-(2-4-dichloro-phenyl)-ethyl]-1H-imidazole|Daktarin iv|Miconazole|Monistat iv (tn),0.000006294688390236919
Calcium Citrate|tricalcium citrate,0.000006183382703648687
Calcium Phosphate|Calcium phosphates|Phosphoric acid- calcium salt,0.000006183382703648687
Dexibuprofen|(+)-(S)-p-isobutylhydratropic acid|(2S)-2-(4-isobutylphenyl)propanoic acid|(S)-��-methyl-4-(2-methylpropyl)benzeneacetic acid|d-ibuproten,0.000005928287487141914
Ponatinib|Ponatinib|Ponatinibum,0.0000057355706937212164
Estradiol acetate|E3A|ESTRADIOL-3-ACETATE,0.000005578376156466049
Estradiol benzoate,0.000005578376156466049
Estradiol cypionate,0.000005578376156466049
Estradiol dienanthate|Estradiol dienantate,0.000005578376156466049
Estradiol valerate,0.000005578376156466049
Estradiol|(17��)-estra-1-3-5(10)-triene-3-17-diol|17beta oestradiol|17��-estra-1-3-5(10)-triene-3-17-diol|17��-estradiol|17��-oestradiol|beta-Estradiol|cis-Estradiol|Estradiol|Estradiol-17beta|Estradiolum,0.000005578376156466049
Methylphenobarbital|1-Methylphenobarbital|5-Ethyl-1-methyl-5-phenyl-2-4-6(1H-3H-5H)-pyrimidinetrione|5-Ethyl-1-methyl-5-phenyl-pyrimidine-2-4-6-trione|5-Ethyl-1-methyl-5-phenylbarbituric acid|Enphenemal|Mephobarbital|Mephobarbitone|M��thylph��nobarbital|Methylphenobarbital|Methylphenobarbitalum|Methylphenobarbitone|Metilfenobarbital|Metilfenobarbitale|N-Methylphenobarbital,0.000005504833749316041
Pentobarbital|5-Ethyl-5-(1-methyl-butyl)-pyrimidine-2-4-6-trione|5-Ethyl-5-(1-methylbutyl)-2-4-6(1H-3H-5H)-pyrimidinetrione|5-ethyl-5-(1-methylbutyl)barbituric acid|5-ethyl-5-(sec-pentyl)barbituric acid|Pentobarbital|Pentobarbitone,0.000005504833749316041
Progesterone|(S)-4-Pregnene-3-20-dione|(S)-Pregn-4-en-3-20-dione|(S)-Progesterone|17alpha-Progesterone|17��-progesterone|4-Pregnene-3-20-dione|Agolutin|Akrolutin|Corpus Luteum Hormone|delta(4)-Pregnene-3-20-dione|Gelbk?rperhormon|Luteohormone|Lutogynon|Pregn-4-ene-3-20-dione|Progesteron|Progesterona|Progest��rone|Progesterone|Progesteronum,0.000005400310172395949
Genistein|4'-5- 7-Trihydroxyisoflavone|5-7-4'-Trihydroxyisoflavone|Genisteol|Genisterin,0.000005398057613084477
Citric Acid|2-Hydroxytricarballylic acid|3-Carboxy-3-hydroxypentane-1-5-dioic acid|Citric Acid- Anhydrous|Citronens?ure,0.0000053850584012755945
N-Formylmethionine,0.000005355921555556809
Navitoclax,0.000005133815682138026
Cannabidiol|(?)-trans-2-p-mentha-1-8-dien-3-yl-5-pentylresorcinol|(?)-trans-cannabidiol|(1'R-2'R)-5'-methyl-4-pentyl-2'-(prop-1-en-2-yl)-1'-2'-3'-4'-tetrahydrobiphenyl-2-6-diol|CBD|��1(2)-trans-cannabidiol,0.000005131895827889531
D-alpha-Tocopherol acetate|(+)-alfa-tocopherol acetate|alpha-tocopheryl acetate- D-|D-alpha tocoferil acetate|D-alpha tocopheryl acetate|D-alpha-Tocopheryl acetate|RRR-alpha-tocopheryl acetate|Vitamin E acetate- D-,0.000005119230143150326
Vitamin E|(+)-��-tocopherol|(2R-4'R-8'R)-��-tocopherol|(2R)-2-5-7-8-TETRAMETHYL-2-[(4R-8R)-4-8-12-TRIMETHYLTRIDECYL]CHROMAN-6-OL|(R-R-R)-��-tocopherol|5-7-8-trimethyltocol|alpha-tocopherol|d-��-tocopherol,0.000005119230143150326
alpha-Tocopherol succinate|(+)-alpha-Tocopheryl succinate|alpha-Tocopheryl acid succinate|alpha-Tocopheryl succinate|alpha-Vitamin E succinate|d-alpha-Tocopherol acid succinate|Vitamin E hemisuccinate|Vitamin E succinate,0.000005119230143150326
Amitriptyline|10-11-dihydro-5-(gamma-Dimethylaminopropylidene)-5H-dibenzo(a-D)cycloheptene|10-11-dihydro-N-N-Dimethyl-5H-dibenzo(a-D)heptalene-delta(5)-gamma-propylamine|3-(10-11-dihydro-5H-Dibenzo(a-D)cyclohepten-5-ylidene)-N-N-dimethyl-1-propanamine|3-(10-11-dihydro-5H-Dibenzo[a-D]cyclohepten-5-ylidene)-N-N-dimethylpropan-1-amine|5-(3-Dimethylaminopropylidene)-10-11-dihydro-5H-dibenzo(a-D)cycloheptatriene|5-(3-Dimethylaminopropylidene)-10-11-dihydro-5H-dibenzo(a-D)cycloheptene|5-(gamma-Dimethylaminopropylidene)-5H-dibenzo[a-D][1-4]cycloheptadiene|Amitriptilina|Amitriptylin|Amitriptyline|Amitriptylinum,0.000005073813611313621
2-(N-Morpholino)-Ethanesulfonic Acid,0.000004982321754178934
Medical Cannabis|Cannabis|Cannabis indica|Cannabis indica top|Cannabis sativa subsp. indica top|Cannabis sativa subsp. indica top extract|Hashish top|Marihuana|Marijuana|Marijuana top,0.000004869711344997197
Nabiximols,0.000004869711344997197
Temazepam,0.000004856113409932791
Triazolam|Triazolam|Triazolamum,0.000004856113409932791
Vitamin A|(2E-4E-6E-8E)-3-7-dimethyl-9-(2-6-6-trimethylcyclohex-1-en-1-yl)nona-2-4-6-8-tetraen-1-ol|all-trans-retinol|all-trans-retinyl alcohol|all-trans-vitamin A alcohol|Retinol|Vitamin A1,0.000004845634767620953
Phosphoaminophosphonic Acid-Adenylate Ester,0.000004787685077960181
Isopropyl Alcohol|Isopropanol,0.000004756577372238069
Spironolactone|Espironolactona|Spironolactone|Spironolactonum|Spironolattone,0.000004739757974418779
Succinic acid|1-2-Ethanedicarboxylic acid|Acide butanedioique|Acide succinique|Acidum succinicum|Amber acid|Asuccin|Bernsteinsaeure|Bernsteinsaure|Butandisaeure|Butanedioic acid|Butanedionic acid|Dihydrofumaric acid|e363|Ethylenesuccinic acid|HOOC-CH2-CH2-COOH|Spirit of amber|Succinate|Succinic acid,0.000004718146348121549
Diethylstilbestrol|(E)-3-4-bis(4-hydroxyphenyl)-3-hexene|(e)-4-4'-(1-2-Diethyl-1-2-ethenediyl)bisphenol|4-4'-Dihydroxy-alpha-beta-diethylstilbene|4-4'-dihydroxy-��-��-diethylstilbene|alpha-Alpha'-diethyl-(e)-4-4'-stilbenediol|DES|Diethylstilbestrol|Diethylstilbestrolum|Dietilestilbestrol|Distilbene|Stilboestrol|trans-4-4'-(1-2-diethyl-1-2-ethenediyl)bisphenol|trans-Diethylstilbesterol|trans-Diethylstilbestrol|trans-Diethylstilboesterol|��-��'-diethyl-(E)-4-4'-stilbenediol,0.000004641204713589675
Lauric Acid|1-Undecanecarboxylic acid|ABL|C12 fatty acid|C12:0|Coconut oil fatty acids|DAO|Dodecanoate|Dodecanoic acid|Dodecoic acid|Dodecylcarboxylate|Dodecylic acid|Duodecyclic acid|Duodecylic acid|Laurins?ure|Laurostearic acid|N-dodecanoate|N-dodecanoic acid|Undecane-1-carboxylic acid|Vulvic acid,0.000004593612555471581
Rifampicin|3-(((4-Methyl-1-piperazinyl)imino)methyl)rifamycin SV|RFP|Rifampicina|Rifampicinum|Rifampin,0.00000458639899240318
Regorafenib|Regorafenib|R��goraf��nib|Regorafenibum,0.000004539266824563071
Dexamethasone|1-Dehydro-16alpha-methyl-9alpha-fluorohydrocortisone|1-Dehydro-16��-methyl-9��-fluorohydrocortisone|16alpha-Methyl-9alpha-fluoro-1-dehydrocortisol|16��-Methyl-9��-fluoro-1-dehydrocortisol|9alpha-Fluoro-16alpha-methylprednisolone|9��-Fluoro-16��-methylprednisolone|Dexametasona|Dexamethasone|Dexamethasonum,0.000004487576747462531
Diazepam|7-chloro-1-3-dihydro-1-methyl-5-phenyl-2H-1-4-benzodiazepin-2-one|Diazepam|Methyl diazepinone,0.000004472734403688714
Mifepristone|11-(4-DIMETHYLAMINO-phenyl)-17-hydroxy-13-methyl-17-prop-1-ynyl-1-2-6-7-8-11-12-13-14-15-16-17-dodec ahydro-cyclopenta[a]phenanthren-3-one|Corlux|Mifegyne|Mifepriston|Mifepristona|Mif��pristone|Mifepristonum,0.000004344260515923987
Clonazepam|1-3-dihydro-7-Nitro-5-(2-chlorophenyl)-2H-1-4.benzodiazepin-2-one|5-(2-Chloro-phenyl)-7-nitro-1-3-dihydro-benzo[e][1-4]diazepin-2-one|5-(2-Chlorophenyl)-7-nitro-1H-benzo[e][1-4]diazepin-2(3H)-one|5-(O-Chlorophenyl)-7-nitro-1-3-dihydro-2H-1-4-benzodiazepin-2-one|CLONAZEPAM|Clonazepamum,0.000004339876177451504
Triglyme|1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane|1-2-bis(2-methoxyethoxy)ethane|dimethyl ether of triethylene glycol|Glyme 4,0.0000042920606650219745
Lindane|(1alpha-2alpha-3beta-4alpha-5alpha-6beta)-1-2-3-4-5-6-Hexachlorocyclohexane|(1R-2c-3t-4c-5c-6t)-1-2-3-4-5-6-Hexachlorocyclohexane|1-2-3-4-5-6-Hexachlorocyclohexane|Benzene hexachloride|gamma-1-2-3-4-5-6-Hexachlorocyclohexane|gamma-Benzene hexachloride|gamma-BHC|gamma-HCH|gamma-Hexachlorocyclohexane|gamma-Hexachlorzyklohexan|gamma-Lindane|Gammallin|Gammaxene|Lindan|��-hexachlorocyclohexane|��-Hexachlorzyklohexan|��-lindane,0.000004273473846874013
Tamoxifen|(Z)-2-(4-(1-2-Diphenyl-1-butenyl)phenoxy)-N-N-dimethylethanamine|(Z)-2-(para-(1-2-Diphenyl-1-butenyl)phenoxy)-N-N-dimethylamine|1-p-beta-Dimethylaminoethoxyphenyl-trans-1-2-diphenylbut-1-ene|1-para-beta-Dimethylaminoethoxyphenyl-trans-1-2-diphenylbut-1-ene|Tamoxifen|Tamoxif��ne|Tamoxifene|Tamoxifeno|Tamoxifenum|trans-Tamoxifen,0.00000426692607274036
Afimoxifene|4-hydroxytamoxifen|4-monohydroxytamoxifen|4-OHT,0.0000042430977264709695
Eribulin,0.000004217515145575435
Prasterone|3-beta-hydroxy-5-androsten-17-one|3beta-hydroxyandrost-5-en-17-one|3��-hydroxyandrost-5-en-17-one|Dehydroandrosterone|Dehydroepiandrosterone|Dehydroisoandrosterone|DHEA,0.0000042083656520437
S-8184,0.000004202576327965584
Bezafibrate|2-(P-(2-(P-Chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid|Befizal|Bezafibrat|Bezafibrato|Bezafibratum|Bezalip|Bezatol sr (tn)|Cedur,0.000004184619829787627
Zonisamide|1-2-Benzisoxazole-3-methanesulfonamide|3-(Sulfamoylmethyl)-1-2-benzisoxazole|Benzo[d]isoxazol-3-yl-methanesulfonamide|Zonisamida|Zonisamidum,0.000004182553223500488
(3AR-6R-6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3-2-C]PYRROLE-6-CARBALDEHYDE,0.0000041628885584274465
Rasagiline|(1R)-N-Propargylindan-1-amine|(R)-Indan-1-yl-prop-2-ynyl-amine|(R)-N-2-Propynyl-1-indanamine|RAS,0.00000414648188579881
Thiocolchicoside|TCC|Thiocolchicine 2-glucoside analog,0.0000041324316691026435
XL228,0.000004013763137573205
Apoptone,0.0000040052661596609595
Glycine betaine|2-(Trimethylammonio)Acetate|2-N-N-N-trimethylammonio acetate|2-trimethylammonioacetate|abromine|acidol|Betaine|Betaine- anhydrous|Glycinebetaine|N-N-N-trimethylammonioacetate|N-N-N-Trimethylglycine|TMG|Trimethylaminoacetate|Trimethylammonioacetate|Trimethylglycine|trimethylglycocoll,0.0000040052661596609595
Obatoclax,0.0000040052661596609595
Paclitaxel docosahexaenoic acid|DHA Paclitaxel|DHA-paclitaxel|Paclitaxel 2'-(all-cis-4-7-10-13-16-19-docosahexaenoate)|Paclitaxel docosahexaenoic acid ester,0.0000040052661596609595
Quinupristin,0.0000040052661596609595
Venetoclax|4-{4-[(4'-chloro-5-5-dimethyl[3-4-5-6-tetrahydro[1-1'-biphenyl]]-2-yl)methyl]piperazin-1-yl}-N-(3-nitro-4-{[(oxan-4-yl)methyl]amino}benzene-1-sulfonyl)-2-[(1H-pyrrolo[2-3-b]pyridin-5-yl)oxy]benzamide,0.0000040052661596609595
N-(2-2-2-TRIFLUOROETHYL)-N-{4-[2-2-2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE,0.0000039895613814032464
Ketamine|(+-)-Ketamine|(��)-ketamine|2-(2-Chloro-phenyl)-2-methylamino-cyclohexanone|2-(methylamino)-2-(2-chlorophenyl)cyclohexanone|2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone|DL-ketamine|Ketamina|K��tamine|Ketaminum|NMDA|Special K,0.000003969456359776205
Nifedipine|4-(2'-Nitrophenyl)-2-6-dimethyl-1-4-dihydropyridin-3-5-dicarbonsaeuredimethylester|Adapine|Nifecard|Nifecor|Nifedipine|Nifedipino|Nifedipinum|Nifedipres,0.000003963365551339428
Flavin adenine dinucleotide|Adenosine 5'-(trihydrogen pyrophosphate)- 5'-5'-ester with riboflavine|Adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate]|FAD|Flavin adenine dinucleotide|FLAVIN-adenine dinucleotide|Flavine adenine dinucleotide|Riboflavin 5'-(trihydrogen diphosphate)- 5'-5'-ester with adenosine|Riboflavin 5'-adenosine diphosphate,0.000003957009116482837
Galantamine|(-)-Galanthamine|Galanthamine,0.0000039279094335748964
Phenobarbital|5-ethyl-5-phenyl-2-4-6(1H-3H-5H)-pyrimidinetrione|5-Ethyl-5-phenyl-pyrimidine-2-4-6-trione|5-Ethyl-5-phenylbarbituric acid|5-ethyl-5-phenylpyrimidine-2-4-6(1H-3H-5H)-trione|5-Phenyl-5-ethylbarbituric acid|Phenobarbital|Phenobarbitol|Phenobarbitone|Phenobarbituric Acid|Phenylaethylbarbitursaeure|Phenylethylbarbiturate|Phenylethylbarbituric Acid|Phenylethylbarbitursaeure|PHENYLETHYLMALONYLUREA,0.00000391760823836504
Vitamin C|acide ascorbique|��cido asc��rbico|acidum ascorbicum|acidum ascorbinicum|Ascorbate|Ascorbic Acid|Ascorbicap|Ascorbins?ure|L-(+)-ascorbic acid|L-Ascorbate|L-Ascorbic Acid,0.000003910292441477308
5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2-6-DIFLUOROPHENYL)-1H-1-2-4-TRIAZOLE-1-CARBOTHIOAMIDE,0.000003892397596910042
Theophylline|1-3-dimethyl-7H-purine-2-6-dione|1-3-dimethylxanthine|Theophyllin|Theophylline anhydrous|Theophylline- anhydrous,0.0000038857770963664214
Lanoteplase,0.0000037729013502622883
Antihemophilic factor- human recombinant|Antihemophilic factor (recombinant)|Antihemophilic factor recombinant|Antihemophilic factor- human recombinant|Antihemophilic factor- recombinant|Factor VIII (rDNA)|Factor VIII (Recombinant)|Factor VIII recombin|Factor VIII- recombinant|Human Factor VIII (Recombinant)|Human factor VIII recombinant|Octocog alfa|rAHF|Recombinant antihemophilic factor VIII,0.000003711328815966808
Lonoctocog alfa,0.000003711328815966808
Moroctocog alfa|Antihemophilic factor (recombinant- B-domain deleted)- plasma/albumin free|Antihemophilic factor recombinant plasma/albumin free|Antihemphilic factor- recombinant human B-domain deleted|B-domain deleted recombinant factor VIII|BDDrFVIII|Human factor VIII- recombinant B-domain deleted,0.000003711328815966808
Loxapine|2-Chloro-11-(4-methyl-1-piperazinyl)dibenz[b-f][1-4]oxazepine|Cloxazepine|Loxapina|Loxapine|Loxapinum|oxilapine,0.0000036761223098443963
Nitrazepam|1-3-dihydro-7-Nitro-5-phenyl-2H-1-4-benzodiazepin-2-one|2-3-dihydro-7-Nitro-5-phenyl-1H-1-4-benzodiazepin-2-one|7-Nitro-1-3-dihydro-5-phenyl-2H-1-4-benzodiazepin-2-one|7-Nitro-5-phenyl-2-3-dihydro-1H-1-4-benzodiazepin-2-one|Apodorm|Atempol|Benzalin|Calsmin|Eatan|Eunoctin|Gerson|Hipnax|Hipsal|Ibrovek|Imeson|Imesont|N-Desmethylnimetazepam|Nelbon|Nelmat|Neozepam|Neuchlonic|Nitrazepamum|Paxisyn|Pelson|Persopit|Radedorm|Relact|Somitran|Sonebon|Sonnolin|Trazenin,0.0000036718825573068056
Phenolphthalein|3-3-Bis(4-hydroxyphenyl)phthalide|Fenolftalein|Fenolftaleina|Phenolphtaleine|Phenolphthaleinum|Phthalimetten|phthalin|Yellow phenolphthalein,0.000003654625585679423
Brigatinib,0.0000035887723566413458
Erlotinib|[6-7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine,0.000003572313520710558
Bromazepam|Bromazepamum|Lectopam,0.000003567015080281274
Flurazepam|Flurazepam|Fluraz��pam|Flurazepamum|Insumin,0.000003567015080281274
Midazolam|Buccolam|Dormicum|Midazolam|Midazolamum,0.000003567015080281274
Oxazepam|(+-)-Oxazepam|(RS)-Oxazepam,0.000003567015080281274
Cholic Acid,0.0000035603277219915784
Calcium,0.0000034847661617456313
